Sales Record,,,,,,,,,,
,,,,,,,,,,
Order ID,Order Date,Unit Cost,Price,Order Qty,Cost of Sales,ProductKey,Product Sub Category Key,ChannelKey,Promotion Key,CityKey
1379,8/18/2015,197.0622735,699,9,1773.560461,1159,12,1,3,3
7032,1/2/2014,1.402049228,16.99,4,5.60819691,317,10,1,4,3
7092,5/31/2014,144.3786597,178,5,721.8932987,269,2,1,1,21
508,7/10/2014,12.35442655,26.99,10,123.5442655,584,10,1,1,7
7154,9/17/2015,28.68036112,178,10,286.8036112,269,2,1,1,21
1538,2/13/2016,26.02733919,181,9,234.2460527,1522,18,1,7,8
7346,7/22/2014,175.6819064,178,6,1054.091438,269,2,1,2,29
7075,3/28/2014,25.04067453,129,4,100.1626981,989,13,1,7,11
7103,4/1/2014,4.42790516,43.81,10,44.2790516,497,10,1,1,21
7100,9/24/2014,212.2179486,310,10,2122.179486,1457,19,1,1,24
155,9/16/2015,17.64879598,229,10,176.4879598,1027,16,1,1,24
7483,1/6/2016,70.53422766,109.95,9,634.8080489,356,15,1,7,19
7060,12/21/2014,7.417507292,165,13,96.42759479,272,2,1,11,19
808,6/25/2015,245.2502361,310,12,2943.002833,1457,19,1,2,30
7081,3/20/2014,8.46306127,229,18,152.3351029,1027,16,1,7,19
7046,6/18/2016,18.42650707,33.9,6,110.5590424,667,6,1,1,19
7053,4/18/2014,636.3031992,699,12,7635.638391,685,17,1,6,19
7147,3/2/2014,116.4447604,165,4,465.7790417,272,2,1,7,19
1402,6/12/2015,29.34586388,47.95,12,352.1503665,887,1,1,1,19
7240,12/9/2015,15.8994852,40.55,26,413.3866153,891,1,1,11,20
1528,3/25/2014,146.6274692,310,12,1759.52963,1457,19,1,8,27
6991,11/25/2015,102.5063327,290,8,820.050662,118,8,1,4,27
1168,3/6/2016,333.3080719,627,18,5999.545294,258,9,1,7,6
627,3/16/2014,59.8070404,699,9,538.2633636,1602,17,1,7,24
585,3/13/2016,29.9977632,77.68,20,599.9552641,333,15,1,1,12
1096,6/23/2016,78.31000172,232,12,939.7200206,303,15,1,2,12
6984,9/21/2015,215.6133959,1592.2,10,2156.133959,1120,20,1,1,26
7324,5/11/2015,157.2742115,156,12,1887.290538,1514,18,1,6,26
7094,8/25/2014,22.85101871,299,12,274.2122245,1396,19,1,2,8
6997,4/25/2015,1.377286594,46.99,10,13.77286594,572,10,1,1,8
7125,9/16/2015,149.5118991,249.99,10,1495.118991,1635,1,1,1,8
1451,6/19/2016,49.03649669,77.68,24,1176.875921,334,15,1,1,9
7066,4/15/2015,162.7989935,349,24,3907.175845,1553,7,1,6,6
7442,7/1/2014,80.94977129,229,10,809.4977129,1027,16,1,1,28
7188,3/14/2015,59.65241543,95.95,9,536.8717388,338,15,1,7,25
7565,4/4/2014,38.99936655,229,10,389.9936655,1027,16,1,1,21
272,8/16/2015,113.3011695,219,12,1359.614033,475,14,1,2,21
127,2/10/2014,146.5224367,229,9,1318.70193,1027,16,1,5,29
1483,10/10/2014,23.34330005,229,8,186.7464004,1027,16,1,4,5
1371,2/9/2014,46.40385901,190,6,278.423154,711,17,1,8,5
841,6/20/2014,30.3574034,77.68,6,182.1444204,335,15,1,2,29
7113,6/18/2015,409.5590453,1199,12,4914.708544,221,12,1,2,29
7091,12/23/2015,248.4394277,633,13,3229.71256,181,2,1,11,9
7107,10/13/2014,77.45055629,299.23,13,1006.857232,345,15,1,10,8
1009,8/1/2015,51.51487203,134,10,515.1487203,349,15,1,1,13
1095,11/5/2015,44.73484445,115,8,357.8787556,1631,1,1,4,16
7098,1/19/2014,161.8856414,188,12,1942.627697,11,8,1,8,31
7028,12/7/2013,8.206875362,12.95,4,32.82750145,618,6,1,4,31
761,3/13/2014,35.47838691,47.95,6,212.8703214,886,1,1,8,31
942,4/18/2014,35.66587307,299.23,10,356.6587307,347,15,1,1,16
287,8/10/2014,219.6815196,869,12,2636.178236,1199,13,1,2,8
320,1/2/2015,113.8273379,869,9,1024.446041,1199,13,1,5,24
1423,10/5/2015,19.11613762,99.99,8,152.9291009,897,1,1,4,13
1639,1/19/2016,291.0973565,499.9,9,2619.876209,1141,7,1,5,25
7115,9/21/2016,191.0259722,588,8,1528.207777,89,9,1,4,10
7058,12/9/2013,3.220709753,4.74,80,257.6567802,710,5,1,4,10
1084,10/24/2016,37.26955457,69,16,596.3128731,921,13,1,4,10
7480,6/20/2015,63.55322899,229.9,24,1525.277496,1539,7,1,2,17
7194,4/30/2014,49.24666433,299.23,10,492.4666433,347,15,1,1,31
390,7/15/2014,38.91831409,56.9,4,155.6732564,1244,22,1,3,31
234,5/1/2014,14.30186413,16.99,5,71.50932067,317,10,1,1,10
1493,4/14/2016,26.51485806,134,10,265.1485806,351,15,1,1,10
7153,6/8/2015,9.992926542,40.55,10,99.92926542,890,1,1,1,10
827,6/28/2014,22.15649511,299.23,10,221.5649511,346,15,1,1,1
20,6/20/2016,73.91865107,149.95,20,1478.373021,1517,18,1,1,26
7102,2/20/2016,1.023416976,59,18,18.42150557,1127,13,1,5,29
194,1/1/2015,5.821351501,26.99,9,52.39216351,584,10,1,5,29
7035,5/8/2014,14.36269955,190,5,71.81349773,711,17,1,1,29
7132,3/7/2014,6.25961428,12.99,6,37.55768568,1327,14,1,8,29
7123,7/27/2016,5.311450408,11.5,9,47.80305367,767,6,1,3,15
270,4/22/2015,284.7262552,588,10,2847.262552,89,9,1,1,12
485,9/20/2016,103.2076033,326,20,2064.152066,1176,12,1,1,29
6981,11/4/2014,378.2312676,588,8,3025.850141,93,9,1,4,10
7635,11/12/2014,23.33615358,46.99,8,186.6892286,572,10,1,4,10
109,7/17/2015,5.245990675,26.9,9,47.21391608,388,6,1,3,23
60,8/24/2015,3.217908548,255,12,38.61490257,322,15,1,2,24
176,7/1/2016,114.0471977,149.95,24,2737.132744,1517,18,1,2,24
1158,10/7/2016,8.736203733,11.5,13,113.5706485,767,6,1,10,24
7120,3/9/2014,79.4766196,168,5,397.383098,275,2,1,1,29
7063,6/17/2014,769.5283411,1530,12,9234.340093,197,2,1,2,29
1692,12/16/2013,27.40467521,69,4,109.6187008,921,13,1,4,1
7569,12/10/2013,6.48745398,12.99,4,25.94981592,1327,14,1,5,29
7357,12/2/2014,86.85606527,95.95,13,1129.128849,337,15,1,10,2
1275,2/9/2014,163.028902,349,27,4401.780355,1553,7,1,5,2
7724,5/14/2015,28.26324605,95.95,10,282.6324605,337,15,1,1,24
6978,9/7/2014,1.529270686,9.99,100,152.9270686,784,5,1,1,8
1302,5/20/2014,108.4648699,308,10,1084.648699,1499,21,1,1,8
797,10/12/2016,319.139613,1299,6,1914.837678,1563,12,1,10,8
7040,1/15/2014,39.23962152,299.23,9,353.1565937,348,15,1,5,2
7720,2/11/2014,46.48602386,90,4,185.9440954,1125,13,1,5,24
7013,8/16/2016,196.2389395,299,12,2354.867275,1389,19,1,2,24
1094,8/25/2016,383.5686188,422,12,4602.823426,136,2,1,2,14
252,4/27/2014,9.295707653,39.99,10,92.95707653,483,10,1,1,14
7064,7/23/2014,11.15003485,17.99,12,133.8004183,1307,14,1,2,14
6985,2/16/2014,195.3778892,310,9,1758.401003,1456,19,1,5,21
793,2/5/2014,116.0219886,299.23,9,1044.197897,346,15,1,5,8
6988,7/6/2016,16.68882508,398,6,100.1329505,1394,19,1,2,14
342,3/3/2014,203.1561698,699,9,1828.405528,1046,17,1,5,21
7416,10/9/2014,91.59907234,188,6,549.5944341,265,2,1,10,2
1440,10/29/2016,28.90823467,37.95,26,751.6141015,879,1,1,10,12
569,4/22/2016,89.30418974,290,10,893.0418974,118,8,1,1,8
7034,12/11/2015,21.18911302,41.73,18,381.4040344,1342,6,1,5,8
590,9/13/2015,3.258589706,40.55,10,32.58589706,888,1,1,1,14
7148,7/28/2014,21.59451195,40.55,6,129.5670717,889,1,1,2,24
1331,12/4/2014,1.084691336,26.99,13,14.10098737,584,10,1,10,2
1068,11/12/2015,24.35797918,25.69,13,316.6537293,883,1,1,10,14
448,7/29/2014,18.84925192,37.95,6,113.0955115,878,1,1,2,14
7065,5/24/2014,162.2537571,299.9,5,811.2687856,838,11,1,1,8
1129,6/19/2014,66.45206358,67.4,6,398.7123815,1619,1,1,2,12
600,12/10/2013,14.81285554,25.69,4,59.25142216,883,1,1,5,29
1416,11/7/2014,21.46103216,41.73,6,128.766193,1342,6,1,10,21
21,11/27/2015,131.4415619,199.95,26,3417.480609,1521,18,1,10,12
7068,9/26/2015,159.6220652,186.9,10,1596.220652,17,8,1,1,12
7399,10/12/2014,118.3681468,199.95,13,1538.785908,1520,18,1,10,2
324,5/5/2014,152.1516229,248,10,1521.516229,942,16,1,1,12
7391,12/17/2014,40.62719043,129,9,365.6447139,990,13,1,5,8
518,5/22/2016,10.78298172,12.95,20,215.6596344,618,6,1,1,21
7303,11/21/2014,2.224709144,25.69,6,13.34825486,882,1,1,10,14
7562,10/19/2014,30.16119935,40.55,6,180.9671961,889,1,1,10,21
7010,3/7/2015,71.7470681,308,10,717.470681,1499,21,1,1,8
7071,2/1/2014,14.11832977,29.9,9,127.0649679,794,6,1,5,8
7072,1/22/2014,112.9652508,308,9,1016.687257,1499,21,1,5,27
760,9/19/2015,91.16885237,102,10,911.6885237,1021,16,1,1,14
825,2/19/2015,416.1342147,1299,9,3745.207932,1563,12,1,5,2
7017,12/19/2013,29.16813071,99,4,116.6725229,1182,13,1,5,30
1343,2/21/2014,66.11943985,99,4,264.4777594,1182,13,1,5,21
7316,10/18/2015,31.22114053,40.55,13,405.8748269,892,1,1,10,14
1420,4/4/2014,80.87124558,300,10,808.7124558,1451,19,1,1,8
7025,8/14/2016,84.12979634,1299,6,504.778778,1563,12,1,2,17
883,10/29/2014,20.8269003,25.69,6,124.9614018,883,1,1,10,27
7070,1/9/2014,13.44142353,56.9,4,53.76569412,1244,22,1,5,8
137,7/1/2016,35.18916833,109.99,24,844.5400399,1319,14,1,2,8
1729,2/20/2015,158.396244,699,9,1425.566196,1602,17,1,5,17
1704,6/30/2014,0.196967605,47.95,6,1.181805627,886,1,1,2,14
7033,1/17/2014,170.7009218,300,9,1536.308297,1451,19,1,5,2
7398,5/11/2014,60.0713788,369,10,600.713788,1257,4,1,1,12
7044,7/12/2014,179.0812651,556,12,2148.975181,174,2,1,2,30
1490,4/16/2014,88.63949466,299.9,5,443.1974733,838,11,1,1,2
1374,9/22/2014,7.287553602,40.55,5,36.43776801,889,1,1,1,2
1220,5/30/2016,66.30040385,69,20,1326.008077,921,13,1,1,8
1317,4/20/2014,12.21855311,67.4,5,61.09276555,1618,1,1,1,8
7134,9/23/2014,23.99948133,499.9,24,575.9875519,1138,7,2,4,20
767,9/24/2016,222.7395694,499.9,10,2227.395694,1138,7,1,1,17
7135,10/20/2014,3.252778147,12.95,6,19.51666888,692,6,1,10,2
7454,1/11/2014,9.416737999,12.95,6,56.500428,692,6,1,8,8
7136,7/12/2015,102.2262778,165,10,1022.262778,129,8,2,1,15
7137,10/14/2016,345.3211062,998,26,8978.348761,293,2,3,10,2
359,10/4/2014,222.7098452,998,10,2227.098452,293,2,1,1,12
309,5/4/2016,19.98239591,132.99,10,199.8239591,1624,1,1,1,17
7139,10/26/2015,250.5751341,389,39,9772.430228,1385,19,4,10,30
7140,5/8/2014,133.7627602,268,12,1605.153122,1404,19,1,6,25
7555,2/3/2015,155.1382803,268,9,1396.244523,1404,19,4,7,15
7576,7/25/2015,82.14355702,249.99,12,985.7226843,1634,1,3,2,2
7141,5/2/2014,358.0739552,500,10,3580.739552,1261,4,1,1,29
915,9/16/2015,47.073014,500,10,470.73014,1261,4,1,1,15
1056,11/14/2014,356.3783801,500,26,9265.837881,1261,4,1,11,7
7143,11/26/2014,610.1668785,998,13,7932.16942,292,2,1,11,22
512,2/10/2015,304.9368013,998,9,2744.431212,292,2,1,5,12
1555,3/5/2014,25.28466869,998,12,303.4160242,292,2,1,8,12
281,2/2/2016,87.76819369,249.99,9,789.9137433,1638,1,2,5,2
1308,4/27/2016,107.4282178,249.99,10,1074.282178,1638,1,1,1,2
7189,5/25/2016,94.35230243,249.99,20,1887.046049,1636,1,2,1,20
7721,2/10/2016,107.0860132,249.99,9,963.7741186,1636,1,1,5,24
7145,12/4/2016,87.04248765,358,13,1131.552339,735,9,1,11,6
1369,4/28/2016,232.4971264,358,10,2324.971264,735,9,3,1,2
1351,12/25/2015,147.6913189,249.99,27,3987.665609,1637,1,3,5,2
7146,11/17/2015,577.8225697,999,8,4622.580557,286,2,2,4,20
7650,1/2/2014,304.9691892,999,27,8234.168109,286,2,2,5,2
7430,10/14/2015,117.8516613,169.99,13,1532.071597,1094,20,1,10,2
7149,5/6/2014,43.73663651,102,5,218.6831825,1020,16,1,1,8
334,4/21/2014,87.97814311,102,5,439.8907156,1020,16,1,1,29
426,12/21/2015,10.14297659,102,26,263.7173913,1020,16,4,11,15
365,12/28/2013,40.17734914,119.99,6,241.0640948,1076,20,1,11,6
1629,6/14/2016,72.24824406,119.99,20,1444.964881,1078,20,4,1,3
7155,1/9/2016,306.2200181,599,9,2755.980163,216,12,1,5,2
7212,7/29/2014,114.2211388,279.99,12,1370.653666,1088,20,2,2,2
617,2/19/2015,229.7735343,279.99,18,4135.923617,1088,20,4,7,15
1210,5/9/2014,246.0722463,279.99,10,2460.722463,1088,20,1,1,17
7157,2/5/2016,81.72440752,219,9,735.5196676,977,16,4,7,15
7521,6/2/2016,223.784796,279.99,10,2237.84796,1087,20,4,1,30
131,3/20/2015,106.0847788,279.99,24,2546.034692,1087,20,4,8,3
7158,6/18/2014,130.1777604,338,12,1562.133125,82,9,1,2,30
251,3/13/2014,29.45900321,279.99,10,294.5900321,1089,20,1,1,29
7163,8/2/2016,10.85230812,36.99,24,260.4553949,629,3,1,2,17
686,11/18/2014,25.62367993,36.99,4,102.4947197,629,3,1,4,1
1571,1/14/2015,23.47924872,36.99,18,422.626477,629,3,2,7,15
7164,8/23/2016,264.3198573,299.9,18,4757.757431,1544,7,1,3,29
7698,2/4/2015,216.9293865,299.9,18,3904.728958,1544,7,1,5,2
261,1/24/2015,224.7715194,299.9,18,4045.887349,1544,7,1,5,30
960,2/26/2014,99.09104253,299.9,12,1189.09251,1544,7,1,5,2
1111,7/12/2016,188.4386221,299.9,48,9045.053859,1544,7,2,2,2
1116,10/25/2014,115.5858403,299.9,18,2080.545125,1544,7,1,10,21
1685,3/10/2014,167.2879884,299.9,18,3011.183791,1544,7,1,8,15
143,4/10/2014,6.416774431,143.4,5,32.08387215,1086,20,1,1,12
639,2/7/2014,35.12360452,143.4,4,140.4944181,1086,20,1,5,24
935,7/11/2016,8.201948747,143.4,20,164.0389749,1086,20,1,1,10
7165,10/5/2016,187.004342,410,13,2431.056446,148,2,1,10,8
1132,3/10/2016,121.6052738,410,12,1459.263286,148,2,4,8,3
201,1/5/2014,49.66644481,143.4,4,198.6657792,1084,20,1,5,8
1237,7/8/2015,26.51146321,143.4,12,318.1375585,1084,20,1,2,21
7166,12/20/2013,261.2109338,588,18,4701.796808,94,9,1,5,12
7736,5/1/2015,383.7082628,588,10,3837.082628,94,9,1,1,8
7293,5/15/2016,28.52599932,200,20,570.5199863,1092,20,3,1,2
1174,7/18/2014,27.60861876,200,6,165.6517125,1092,20,1,2,25
7169,2/5/2015,105.7562623,289.99,9,951.8063606,1299,14,1,7,19
892,12/5/2013,163.7664943,289.99,9,1473.898449,1299,14,1,5,8
